job_link,last_processed_time,job_title,company,City,State,job_classification,job_keyword,seniority_level,seniority_level_keyword
https://www.linkedin.com/jobs/view/data-analyst-i-at-apex-systems-3799897425,2024-01-19 09:45:09.215838+00,Data Analyst I,Apex Systems,Oklahoma City,OK,Data Analyst,Data Analyst,Entry-Level / Junior,unclassified
https://www.linkedin.com/jobs/view/sr-data-architect-at-honeywell-3796782457,2024-01-19 11:12:00.10378+00,Sr Data Architect,Honeywell,Kansas City,MO,Data Architect,Data Architect,Senior-Level,Sr
https://www.linkedin.com/jobs/view/data-scientist-at-intellectt-inc-3715868910,2024-01-19 11:12:05.667496+00,Data Scientist,Intellectt Inc,Troy,MI,Data Scientist,Data Scientist,Mid-Level,unclassified
https://www.linkedin.com/jobs/view/data-analyst-tss-at-sgs-3790904167,2024-01-19 09:45:09.215838+00,"Data Analyst, TSS",SGS,Coffeyville,KS,Data Analyst,Data Analyst,Entry-Level / Junior,unclassified
https://www.linkedin.com/jobs/view/data-architect-at-jobot-3804688442,2024-01-19 11:30:25.295625+00,Data Architect,Jobot,Santa Fe,NM,Data Architect,Data Architect,Senior-Level,unclassified
https://www.linkedin.com/jobs/view/data-analyst-iv-at-dice-3802938897,2024-01-19 09:45:09.215838+00,Data Analyst IV,Dice,Cupertino,CA,Data Analyst,Data Analyst,Entry-Level / Junior,unclassified
https://www.linkedin.com/jobs/view/data-scientist-at-dezign-concepts-3801963270,2024-01-19 09:45:09.215838+00,Data Scientist,Dezign Concepts,Chantilly,VA,Data Scientist,Data Scientist,Mid-Level,unclassified
https://www.linkedin.com/jobs/view/lead-data-analyst-at-dice-3802125799,2024-01-19 09:45:09.215838+00,Lead Data Analyst,Dice,Columbia,SC,Data Analyst,Data Analyst,Lead,Lead
https://www.linkedin.com/jobs/view/lead-data-scientist-at-vistra-corp-3774883560,2024-01-19 09:45:09.215838+00,Lead Data Scientist,Vistra Corp.,Irving,TX,Data Scientist,Data Scientist,Lead,Lead
https://www.linkedin.com/jobs/view/teradata-architect-at-dice-3804439352,2024-01-19 23:03:19.156396+00,Teradata Architect,Dice,Hartford,CT,Data Architect,Data Architect,Senior-Level,unclassified
https://www.linkedin.com/jobs/view/data-architect-at-dice-3805516496,2024-01-19 23:03:19.306308+00,Data Architect,Dice,Chicago,IL,Data Architect,Data Architect,Senior-Level,unclassified
https://www.linkedin.com/jobs/view/teradata-architect-at-hcltech-3802265553,2024-01-20 00:33:15.983245+00,Teradata Architect,HCLTech,Hartford,CT,Data Architect,Data Architect,Senior-Level,unclassified
https://www.linkedin.com/jobs/view/data-analyst-iii-at-winmax-3766064332,2024-01-19 09:45:09.215838+00,Data Analyst III,WinMax,Cupertino,CA,Data Analyst,Data Analyst,Entry-Level / Junior,unclassified
https://www.linkedin.com/jobs/view/data-analyst-at-kforce-inc-3795106424,2024-01-19 09:45:09.215838+00,Data Analyst,Kforce Inc,Pleasanton,CA,Data Analyst,Data Analyst,Entry-Level / Junior,unclassified
https://www.linkedin.com/jobs/view/data-engineer-at-itech-solutions-3714398243,2024-01-19 09:45:09.215838+00,Data Engineer,iTech Solutions,Redmond,WA,Data Engineer,Data Engineer,Entry-Level / Junior,unclassified
https://www.linkedin.com/jobs/view/data-analyst-i-at-winmax-3742062438,2024-01-19 09:45:09.215838+00,Data Analyst I,WinMax,Austin,TX,Data Analyst,Data Analyst,Entry-Level / Junior,unclassified
https://www.linkedin.com/jobs/view/gsc-database-lead-mtccs-ii-at-athenix-special-missions-formerly-vatc-3742832812,2024-01-19 12:00:30.500511+00,"GSC Database Lead, MTCCS II",Athenix Special Missions (formerly VATC),Leavenworth,KS,Database Engineer / Administrator,Database,Lead,Lead
https://www.linkedin.com/jobs/view/cloud-data-architect-at-infosys-3787413335,2024-01-19 12:01:23.888983+00,Cloud Data Architect,Infosys,Bellevue,WA,Data Architect,Cloud Data Architect,Senior-Level,unclassified
https://www.linkedin.com/jobs/view/njdoh-database-manager-administrator-3-badisa-%23-20-01040-at-hiretalent-diversity-staffing-recruiting-firm-3764248246,2024-01-19 12:10:14.214135+00,NJDOH Database Manager/Administrator 3 - Badisa #: 20-01040,HireTalent - Diversity Staffing & Recruiting Firm,Trenton,NJ,Database Engineer / Administrator,Database,Lead,Manager
https://www.linkedin.com/jobs/view/senior-data-architect-at-apogee-enterprises-inc-3792991895,2024-01-19 12:12:46.818228+00,Senior Data Architect,"Apogee Enterprises, Inc.",Minneapolis,MN,Data Architect,Senior Data Architect,Senior-Level,Senior
https://www.linkedin.com/jobs/view/lead-software-engineer-ml-platform-st-at-autozone-brasil-comercio-de-autopecas-3804954512,2024-01-19 12:13:01.606214+00,"Lead Software Engineer, ML Platform - ST",Autozone Brasil Comercio De Autopecas,Seattle,WA,MLOps Engineer,Ml Platform,Lead,Lead
https://www.linkedin.com/jobs/view/data-engineer-4-at-ask-consulting-3789032363,2024-01-19 12:15:51.972677+00,Data Engineer 4,ASK Consulting,San Jose,CA,Data Engineer,Data Engineer,Entry-Level / Junior,unclassified
https://www.linkedin.com/jobs/view/data-analyst-at-uncomn-3805244110,2024-01-19 12:15:59.416018+00,Data Analyst,UNCOMN,Scott AFB,IL,Data Analyst,Data Analyst,Entry-Level / Junior,unclassified
https://www.linkedin.com/jobs/view/senior-data-engineer-at-tencent-3759959531,2024-01-19 12:16:53.284448+00,Senior Data Engineer,Tencent,Palo Alto,CA,Data Engineer,Senior Data Engineer,Senior-Level,Senior
https://www.linkedin.com/jobs/view/data-architect-at-hexaquest-global-3805998888,2024-01-19 12:17:17.061581+00,Data Architect,HexaQuEST Global,Bristol,CT,Data Architect,Data Architect,Senior-Level,unclassified
https://www.linkedin.com/jobs/view/sr-data-scientist-at-plymouth-rock-assurance-3791468691,2024-01-19 12:17:58.695166+00,Sr. Data Scientist,Plymouth Rock Assurance,Boston,MA,Data Scientist,Data Scientist,Senior-Level,Sr
https://www.linkedin.com/jobs/view/senior-data-scientist-ts-sci-ci-poly-with-security-clearance-at-clearancejobs-3753473810,2024-01-19 12:19:10.56848+00,Senior Data Scientist TS/SCI CI poly with Security Clearance,ClearanceJobs,Springfield,VA,Data Scientist,Data Scientist,Senior-Level,Senior
https://www.linkedin.com/jobs/view/staff-machine-learning-engineer-series-a-at-recruiting-from-scratch-3744398517,2024-01-19 12:19:59.506756+00,"Staff Machine Learning Engineer, Series A",Recruiting from Scratch,Medford,MA,Machine Learning Engineer,Machine Learning Engineer,Principal / Staff-Level,Staff
https://www.linkedin.com/jobs/view/sr-data-engineer-hybrid-at-jobs-for-humanity-3804052693,2024-01-19 12:20:18.617835+00,Sr. Data Engineer (Hybrid),Jobs for Humanity,Charlottesville,VA,Data Engineer,Data Engineer,Senior-Level,Sr
https://www.linkedin.com/jobs/view/senior-data-manager-fp-a-at-national-carwash-solutions-3794664844,2024-01-19 12:20:50.247484+00,"Senior Data Manager, FP&A",National Carwash Solutions,Grimes,IA,Data Operations & Management,Data Manager,Lead,Manager
https://www.linkedin.com/jobs/view/sr-aws-data-engineer-austin-tx-or-charlotte-nc-hybrid-at-tek-hire-solutions-3800088088,2024-01-19 12:21:11.941003+00,"Sr. AWS Data Engineer  Austin, TX or Charlotte, NC (Hybrid)",Tek Hire Solutions,Charlotte,NC,Data Engineer,Data Engineer,Senior-Level,Sr
https://www.linkedin.com/jobs/view/privacy-and-data-protection-legal-counsel-at-jdhuntr-in-house-counsel-jobs-3791186297,2024-01-19 12:21:59.394972+00,Privacy and Data Protection Legal Counsel,JDHuntr In-House Counsel Jobs,Menlo Park,CA,Data Governance & Security,Data Protection,Senior-Level,unclassified
https://www.linkedin.com/jobs/view/software-engineer-data-transmission-at-bytedance-3728590950,2024-01-19 12:22:03.876811+00,Software Engineer - Data Transmission,ByteDance,San Jose,CA,Software & Platform Engineering,Software Engineer,Mid-Level,unclassified
https://www.linkedin.com/jobs/view/staff-machine-learning-engineer-series-a-at-recruiting-from-scratch-3744399479,2024-01-19 12:23:30.112429+00,"Staff Machine Learning Engineer, Series A",Recruiting from Scratch,Newark,NJ,Machine Learning Engineer,Machine Learning Engineer,Principal / Staff-Level,Staff
https://www.linkedin.com/jobs/view/senior-data-analyst-at-harnham-3796244955,2024-01-19 12:23:19.746199+00,Senior Data Analyst,Harnham,Bristol,VA,Data Analyst,Data Analyst,Senior-Level,Senior
https://www.linkedin.com/jobs/view/esri-data-specialist-at-advantis-global-3520462171,2024-01-19 12:24:13.973416+00,ESRI Data Specialist,Advantis Global,Denver,CO,Data Specialist,Data Specialist,Senior-Level,Sri
https://www.linkedin.com/jobs/view/data-manager-ii-at-frontage-laboratories-inc-3625863469,2024-01-19 12:24:15.316352+00,Data Manager II,"Frontage Laboratories, Inc",Secaucus,NJ,Data Operations & Management,Data Manager,Lead,Manager
https://www.linkedin.com/jobs/view/senior-mlops-engineer-at-recruiting-from-scratch-3783326453,2024-01-19 12:25:05.085569+00,Senior MLOps Engineer,Recruiting from Scratch,Evanston,IL,MLOps Engineer,Mlops,Senior-Level,Senior
https://www.linkedin.com/jobs/view/principal-big-data-architect-at-dematic-3675328369,2024-01-19 12:25:07.552769+00,Principal Big Data Architect,Dematic,Atlanta,GA,Data Architect,Big Data Architect,Principal / Staff-Level,Principal
https://www.linkedin.com/jobs/view/senior-data-analyst-product-team-bangkok-based-relocation-provided-at-agoda-3750113015,2024-01-19 12:28:36.157199+00,"Senior Data Analyst (Product Team) (Bangkok Based, relocation provided)",Agoda,Dallas,TX,Data Analyst,Data Analyst,Senior-Level,Senior
https://www.linkedin.com/jobs/view/data-analyst-i-at-aditi-consulting-3801544570,2024-01-19 13:19:52.104774+00,Data Analyst - I,Aditi Consulting,Hanover,PA,Data Analyst,Data Analyst,Entry-Level / Junior,unclassified
https://www.linkedin.com/jobs/view/oracle-12c-database-developer-locals-at-steneral-consulting-3697336970,2024-01-19 12:28:48.836822+00,Oracle 12c Database developer -locals,Steneral Consulting,Philadelphia,PA,Database Engineer / Administrator,Database,Entry-Level / Junior,unclassified
https://www.linkedin.com/jobs/view/manager-data-engineering-at-jobs-for-humanity-3804323822,2024-01-19 12:28:51.198001+00,"Manager, Data Engineering",Jobs for Humanity,York,PA,Data Engineer,Data Engineering,Lead,Manager
https://www.linkedin.com/jobs/view/senior-machine-learning-engineer-seattle-in-seattle-wa-usa-at-energy-jobline-3792845225,2024-01-19 12:29:49.068925+00,"Senior Machine Learning Engineer - Seattle in Seattle, WA, USA",Energy Jobline,Seattle,WA,Machine Learning Engineer,Machine Learning Engineer,Senior-Level,Senior
https://www.linkedin.com/jobs/view/manager-data-engineering-at-kovr-cbs-news-sacramento-3806531511,2024-01-19 12:38:04.25214+00,"Manager, Data Engineering",KOVR | CBS News Sacramento,New York,NY,Data Engineer,Data Engineering,Lead,Manager
https://www.linkedin.com/jobs/view/specialist-solutions-architect-data-engineering-at-databricks-3805590000,2024-01-19 12:32:00.208649+00,Specialist Solutions Architect - Data Engineering,Databricks,Denver,CO,Data Engineer,Data Engineering,Senior-Level,Specialist
https://www.linkedin.com/jobs/view/marketing-data-analyst-tableau-specialist-at-jobot-3806138085,2024-01-19 12:32:45.578819+00,Marketing Data Analyst & Tableau Specialist,Jobot,Prairie View,IL,Data Analyst,Data Analyst,Senior-Level,Specialist
https://www.linkedin.com/jobs/view/data-scientist-senior-data-scientist-at-coinbase-3620843615,2024-01-19 12:33:44.408705+00,Data Scientist/Senior Data Scientist,Coinbase,Boston,MA,Data Scientist,Data Scientist,Senior-Level,Senior
https://www.linkedin.com/jobs/view/day-1-onsite-sr-big-data-engineer-mason-oh-atlanta-ga-and-richmond-va-at-spar-information-systems-llc-3793686662,2024-01-19 12:36:53.922926+00,"Day 1 Onsite : Sr. Big Data Engineer : Mason, OH , Atlanta, GA and Richmond, VA",SPAR Information Systems LLC,Mason,OH,Data Engineer,Big Data Engineer,Senior-Level,Sr
https://www.linkedin.com/jobs/view/software-data-engineer-java-at-jobs-for-humanity-3792694495,2024-01-19 12:39:05.378773+00,"Software Data Engineer, Java",Jobs for Humanity,Boston,MA,Data Engineer,Data Engineer,Entry-Level / Junior,unclassified
https://www.linkedin.com/jobs/view/senior-machine-learning-engineer-at-blizzard-entertainment-3778699142,2024-01-19 12:40:07.462337+00,"Senior, Machine Learning Engineer",Blizzard Entertainment,Irvine,CA,Machine Learning Engineer,Machine Learning Engineer,Senior-Level,Senior
https://www.linkedin.com/jobs/view/senior-data-scientist-computer-graphic-at-blizzard-entertainment-3725179320,2024-01-19 12:40:13.593249+00,"Senior Data Scientist, Computer Graphic",Blizzard Entertainment,Irvine,CA,Data Scientist,Data Scientist,Senior-Level,Senior
https://www.linkedin.com/jobs/view/director-ontology-and-data-modeling-at-jobs-for-humanity-3804058087,2024-01-19 12:41:40.103624+00,"Director, Ontology and Data Modeling",Jobs for Humanity,Fredericksburg,VA,Data Modeling & Warehousing,Data Modeling,Director / Executive,Director
https://www.linkedin.com/jobs/view/lead-data-analyst-%E2%80%93-marketing-strategy-analytics-bangkok-based-relocation-provided-at-agoda-3805444697,2024-01-19 12:41:50.424678+00,"Lead Data Analyst – Marketing Strategy & Analytics (Bangkok-based, relocation provided)",Agoda,Philadelphia,PA,Data Analyst,Data Analyst,Lead,Lead
https://www.linkedin.com/jobs/view/senior-data-engineer-python-at-jobs-for-humanity-3804052977,2024-01-19 12:43:02.183827+00,Senior Data Engineer (Python),Jobs for Humanity,Paris,TX,Data Engineer,Senior Data Engineer,Senior-Level,Senior
https://www.linkedin.com/jobs/view/database-administrator-at-parrish-medical-center-3794165977,2024-01-19 12:59:51.200554+00,Database Administrator,Parrish Medical Center,Titusville,FL,Database Engineer / Administrator,Database,Entry-Level / Junior,unclassified
https://www.linkedin.com/jobs/view/senior-data-scientist-relocate-to-hcmc-vietnam-at-masan-group-3797584243,2024-01-19 12:45:53.119718+00,"Senior Data Scientist (Relocate to HCMC, VietNam)",MASAN Group,Silicon Valley,CA,Data Scientist,Data Scientist,Senior-Level,Senior
https://www.linkedin.com/jobs/view/data-architect-level-2-at-kforce-inc-3798648451,2024-01-19 12:48:53.71226+00,Data Architect Level 2,Kforce Inc,Cincinnati,OH,Data Architect,Data Architect,Mid-Level,Level
https://www.linkedin.com/jobs/view/director-ontology-and-data-modeling-at-jobs-for-humanity-3804058262,2024-01-19 12:51:45.84401+00,"Director, Ontology and Data Modeling",Jobs for Humanity,Harrisonburg,VA,Data Modeling & Warehousing,Data Modeling,Director / Executive,Director
https://www.linkedin.com/jobs/view/sql-database-administrator-at-aces-3802789330,2024-01-19 12:52:56.428245+00,SQL Database Administrator,ACES,Carmel,IN,Database Engineer / Administrator,Database,Entry-Level / Junior,unclassified
https://www.linkedin.com/jobs/view/senior-machine-learning-infrastructure-engineer-at-gradient-3766283989,2024-01-19 12:54:29.212228+00,Senior Machine Learning Infrastructure Engineer,Gradient,Burlingame,CA,MLOps Engineer,Machine Learning Infrastructure Engineer,Senior-Level,Senior
https://www.linkedin.com/jobs/view/freelance-senior-data-analyst-at-creative-circle-3805549086,2024-01-19 12:56:23.178159+00,Freelance Senior Data Analyst,Creative Circle,New York,NY,Data Analyst,Data Analyst,Senior-Level,Senior
https://www.linkedin.com/jobs/view/azure-data-engineer-at-phaxis-3792911028,2024-01-19 12:56:31.086093+00,Azure Data Engineer,Phaxis,Charlotte,NC,Data Engineer,Data Engineer,Entry-Level / Junior,unclassified
https://www.linkedin.com/jobs/view/senior-data-scientist-at-prime-financial-technologies-3713672485,2024-01-19 12:56:37.500982+00,Senior Data Scientist,Prime Financial Technologies,San Francisco,CA,Data Scientist,Data Scientist,Senior-Level,Senior
https://www.linkedin.com/jobs/view/information-services-unit-data-manager-at-public-health-management-corporation-3640071569,2024-01-19 12:57:00.161901+00,Information Services Unit Data Manager,Public Health Management Corporation,Philadelphia,PA,Data Operations & Management,Data Manager,Lead,Manager
https://www.linkedin.com/jobs/view/lead-well-data-analyst-at-southwestern-energy-3801195262,2024-01-19 12:58:58.790885+00,Lead Well Data Analyst,Southwestern Energy,Spring,TX,Data Analyst,Data Analyst,Lead,Lead
https://www.linkedin.com/jobs/view/lead-data-engineer-at-jobs-for-humanity-3804321732,2024-01-19 12:59:45.480446+00,Lead Data Engineer,Jobs for Humanity,Atlantic City,NJ,Data Engineer,Lead Data Engineer,Lead,Lead
https://www.linkedin.com/jobs/view/senior-mlops-engineer-at-recruiting-from-scratch-3783328112,2024-01-19 13:03:43.419026+00,Senior MLOps Engineer,Recruiting from Scratch,Detroit,MI,MLOps Engineer,Mlops,Senior-Level,Senior
https://www.linkedin.com/jobs/view/data-scientist-senior-data-scientist-at-coinbase-3620841954,2024-01-19 13:05:10.690369+00,Data Scientist/Senior Data Scientist,Coinbase,Seattle,WA,Data Scientist,Data Scientist,Senior-Level,Senior
https://www.linkedin.com/jobs/view/data-warehouse-project-manager-at-jobot-3804047066,2024-01-19 13:08:01.087089+00,Data Warehouse Project Manager,Jobot,Omaha,NE,Data Modeling & Warehousing,Data Warehouse,Lead,Manager
https://www.linkedin.com/jobs/view/lead-data-scientist-at-snap-inc-3749626488,2024-01-19 13:10:20.789044+00,Lead Data Scientist,Snap Inc.,Palo Alto,CA,Data Scientist,Data Scientist,Lead,Lead
https://www.linkedin.com/jobs/view/healthcare-data-analyst-i-at-health-first-3747321261,2024-01-19 13:10:16.668042+00,Healthcare Data Analyst I,Health First,Brevard County,FL,Data Analyst,Data Analyst,Entry-Level / Junior,unclassified
